pubmed	haspdf	year	journal
23411784	1	2013	J Am Soc Nephrol
23449535	1	2013	J Am Soc Nephrol
23766535	1	2013	J Am Soc Nephrol
24158982	1	2014	J Am Soc Nephrol
24179166	1	2014	J Am Soc Nephrol
24262794	1	2014	J Am Soc Nephrol
24357671	1	2014	J Am Soc Nephrol
24480829	1	2014	J Am Soc Nephrol
24652800	1	2014	J Am Soc Nephrol
24700863	1	2014	J Am Soc Nephrol
24700869	1	2014	J Am Soc Nephrol
24700878	1	2014	J Am Soc Nephrol
24722439	1	2014	J Am Soc Nephrol
24854272	1	2014	J Am Soc Nephrol
24854278	1	2014	J Am Soc Nephrol
24904088	1	2014	J Am Soc Nephrol
24904091	1	2015	J Am Soc Nephrol
25012175	1	2015	J Am Soc Nephrol
25071081	1	2015	J Am Soc Nephrol
25145933	1	2015	J Am Soc Nephrol
25145936	1	2015	J Am Soc Nephrol
25168025	1	2015	J Am Soc Nephrol
25788526	1	2015	J Am Soc Nephrol
26047795	1	2016	J Am Soc Nephrol
26260163	1	2016	J Am Soc Nephrol
26400569	1	2016	J Am Soc Nephrol
26677864	1	2016	J Am Soc Nephrol
26825532	1	2016	J Am Soc Nephrol
27020856	1	2016	J Am Soc Nephrol
27026368	1	2016	J Am Soc Nephrol
27153923	1	2016	J Am Soc Nephrol
27335120	1	2017	J Am Soc Nephrol
27432740	1	2017	J Am Soc Nephrol
27895157	1	2017	J Am Soc Nephrol
28028137	1	2017	J Am Soc Nephrol
28381549	1	2017	J Am Soc Nephrol
28775000	1	2017	J Am Soc Nephrol
29142050	1	2018	J Am Soc Nephrol
29217759	1	2018	J Am Soc Nephrol
29242247	1	2018	J Am Soc Nephrol
19900183	1	2010	J Anat
20408909	1	2010	J Anat
20646110	1	2010	J Anat
20840354	1	2010	J Anat
21371032	1	2011	J Anat
21413988	1	2011	J Anat
21929743	1	2011	J Anat
21951307	1	2011	J Anat
21978088	1	2011	J Anat
22212101	1	2012	J Anat
24111992	1	2013	J Anat
24762197	1	2014	J Anat
25270035	1	2014	J Anat
26426826	1	2016	J Anat
26553244	1	2016	J Anat
26576026	1	2016	J Anat
27476503	1	2016	J Anat
29023691	1	2018	J Anat
29034473	1	2018	J Anat
29797482	1	2018	J Anat
20378928	1	2011	J Androl
20023137	1	2010	J Anim Sci
26660878	1	2016	J Antimicrob Chemother
19892928	1	2010	J Appl Physiol
19910334	1	2010	J Appl Physiol
20133428	1	2010	J Appl Physiol
20133434	1	2010	J Appl Physiol
20167673	1	2010	J Appl Physiol
20223998	1	2010	J Appl Physiol
20299617	1	2010	J Appl Physiol
20360428	1	2010	J Appl Physiol
20360435	1	2010	J Appl Physiol
20378701	1	2010	J Appl Physiol
20538847	1	2010	J Appl Physiol
20576846	1	2010	J Appl Physiol
20595537	1	2010	J Appl Physiol
20595538	1	2010	J Appl Physiol
20595541	1	2010	J Appl Physiol
20634361	1	2010	J Appl Physiol
20651218	1	2010	J Appl Physiol
20671036	1	2010	J Appl Physiol
20847128	1	2010	J Appl Physiol
20864565	1	2010	J Appl Physiol
20947716	1	2010	J Appl Physiol
21051573	1	2011	J Appl Physiol
21109597	1	2011	J Appl Physiol
22074716	1	2012	J Appl Physiol (1985)
24925982	1	2014	J Appl Physiol (1985)
25359717	1	2015	J Appl Physiol (1985)
25505029	1	2015	J Appl Physiol (1985)
26769954	1	2016	J Appl Physiol (1985)
26167647	1	2015	J Appl Psychol
23229519	1	2012	J Assist Reprod Genet
27544279	1	2016	J Assist Reprod Genet
19834762	1	2010	J Assoc Res Otolaryngol
20058045	1	2010	J Assoc Res Otolaryngol
21399989	1	2011	J Assoc Res Otolaryngol
21472479	1	2011	J Assoc Res Otolaryngol
21472480	1	2011	J Assoc Res Otolaryngol
21594677	1	2011	J Assoc Res Otolaryngol
22143287	1	2012	J Assoc Res Otolaryngol
22383091	1	2012	J Assoc Res Otolaryngol
22526732	1	2012	J Assoc Res Otolaryngol
24297261	1	2014	J Assoc Res Otolaryngol
24952082	1	2014	J Assoc Res Otolaryngol
26463873	1	2015	J Assoc Res Otolaryngol
26980469	1	2016	J Assoc Res Otolaryngol
23221024	1	2013	J Atheroscler Thromb
19664906	1	2010	J Autoimmun
20382503	1	2010	J Autoimmun
20843661	1	2010	J Autoimmun
21700422	1	2011	J Autoimmun
23850635	1	2013	J Autoimmun
24698947	1	2014	J Autoimmun
24786898	1	2014	J Autoimmun
27330028	1	2016	J Autoimmun
29378882	1	2018	J Bacteriol
19846433	1	2010	J Biochem
20053786	1	2010	J Biochem
20627944	1	2010	J Biochem
20880960	1	2011	J Biochem
20961863	1	2011	J Biochem
21454303	1	2011	J Biochem
21984612	1	2012	J Biochem
22685230	1	2012	J Biochem
23071121	1	2013	J Biochem
28992041	1	2017	J Biochem
28295929	1	2017	J Biochem Mol Toxicol
21080215	1	2010	J Bioenerg Biomembr
19854837	1	2010	J Biol Chem
19858192	1	2010	J Biol Chem
19864425	1	2010	J Biol Chem
19875445	1	2010	J Biol Chem
19880508	1	2010	J Biol Chem
19880509	1	2010	J Biol Chem
19880516	1	2010	J Biol Chem
19880522	1	2010	J Biol Chem
19880879	1	2010	J Biol Chem
19887370	1	2010	J Biol Chem
19887377	1	2010	J Biol Chem
19887442	1	2010	J Biol Chem
19887451	1	2010	J Biol Chem
19887454	1	2010	J Biol Chem
19889624	1	2010	J Biol Chem
19889625	1	2010	J Biol Chem
19889634	1	2010	J Biol Chem
19889636	1	2010	J Biol Chem
19889637	1	2010	J Biol Chem
19889639	1	2010	J Biol Chem
19892703	1	2010	J Biol Chem
19897484	1	2010	J Biol Chem
19897489	1	2010	J Biol Chem
19897492	1	2010	J Biol Chem
19901021	1	2010	J Biol Chem
19906640	1	2010	J Biol Chem
19906647	1	2010	J Biol Chem
19910458	1	2010	J Biol Chem
19910464	1	2010	J Biol Chem
19915011	1	2010	J Biol Chem
19917609	1	2010	J Biol Chem
19920132	1	2010	J Biol Chem
19920148	1	2010	J Biol Chem
19920149	1	2010	J Biol Chem
19920150	1	2010	J Biol Chem
19920154	1	2010	J Biol Chem
19923215	1	2010	J Biol Chem
19923222	1	2010	J Biol Chem
19926785	1	2010	J Biol Chem
19933269	1	2010	J Biol Chem
19933576	1	2010	J Biol Chem
19940111	1	2010	J Biol Chem
19940121	1	2010	J Biol Chem
19940130	1	2010	J Biol Chem
19940141	1	2010	J Biol Chem
19940148	1	2010	J Biol Chem
19948717	1	2010	J Biol Chem
19948719	1	2010	J Biol Chem
19948730	1	2010	J Biol Chem
19948740	1	2010	J Biol Chem
19955174	1	2010	J Biol Chem
19955175	1	2010	J Biol Chem
19955178	1	2010	J Biol Chem
19955184	1	2010	J Biol Chem
19955185	1	2010	J Biol Chem
19955568	1	2010	J Biol Chem
19955570	1	2010	J Biol Chem
19959467	1	2010	J Biol Chem
19959473	1	2010	J Biol Chem
19959848	1	2010	J Biol Chem
19965867	1	2010	J Biol Chem
19966340	1	2010	J Biol Chem
19996096	1	2010	J Biol Chem
19996097	1	2010	J Biol Chem
19996098	1	2010	J Biol Chem
19996103	1	2010	J Biol Chem
19996106	1	2010	J Biol Chem
19996107	1	2010	J Biol Chem
19996312	1	2010	J Biol Chem
19996321	1	2010	J Biol Chem
20007321	1	2010	J Biol Chem
20007703	1	2010	J Biol Chem
20007709	1	2010	J Biol Chem
20007975	1	2010	J Biol Chem
20018843	1	2010	J Biol Chem
20018845	1	2010	J Biol Chem
20018847	1	2010	J Biol Chem
20018855	1	2010	J Biol Chem
20018858	1	2010	J Biol Chem
20018862	1	2010	J Biol Chem
20018865	1	2010	J Biol Chem
20018870	1	2010	J Biol Chem
20018871	1	2010	J Biol Chem
20018874	1	2010	J Biol Chem
20018876	1	2010	J Biol Chem
20018880	1	2010	J Biol Chem
20018883	1	2010	J Biol Chem
20018893	1	2010	J Biol Chem
20018895	1	2010	J Biol Chem
20022947	1	2010	J Biol Chem
20022958	1	2010	J Biol Chem
20022960	1	2010	J Biol Chem
20023287	1	2010	J Biol Chem
20026598	1	2010	J Biol Chem
20028972	1	2010	J Biol Chem
20028977	1	2010	J Biol Chem
20028981	1	2010	J Biol Chem
20028982	1	2010	J Biol Chem
20032460	1	2010	J Biol Chem
20032461	1	2010	J Biol Chem
20032469	1	2010	J Biol Chem
20037141	1	2010	J Biol Chem
20037154	1	2010	J Biol Chem
20037161	1	2010	J Biol Chem
20037164	1	2010	J Biol Chem
20038585	1	2010	J Biol Chem
20040596	1	2010	J Biol Chem
20040602	1	2010	J Biol Chem
20042595	1	2010	J Biol Chem
20042607	1	2010	J Biol Chem
20042612	1	2010	J Biol Chem
20048154	1	2010	J Biol Chem
20048157	1	2010	J Biol Chem
20048158	1	2010	J Biol Chem
20048159	1	2010	J Biol Chem
20048345	1	2010	J Biol Chem
20051514	1	2010	J Biol Chem
20051516	1	2010	J Biol Chem
20053987	1	2010	J Biol Chem
20053993	1	2010	J Biol Chem
20054002	1	2010	J Biol Chem
20056603	1	2010	J Biol Chem
20056604	1	2010	J Biol Chem
20061376	1	2010	J Biol Chem
20061381	1	2010	J Biol Chem
20061388	1	2010	J Biol Chem
20064933	1	2010	J Biol Chem
20068036	1	2010	J Biol Chem
20068039	1	2010	J Biol Chem
20068041	1	2010	J Biol Chem
20071335	1	2010	J Biol Chem
20071342	1	2010	J Biol Chem
20071344	1	2010	J Biol Chem
20075068	1	2010	J Biol Chem
20080963	1	2010	J Biol Chem
20080977	1	2010	J Biol Chem
20083607	1	2010	J Biol Chem
20086015	1	2010	J Biol Chem
20086016	1	2010	J Biol Chem
20089858	1	2010	J Biol Chem
20089859	1	2010	J Biol Chem
20093359	1	2010	J Biol Chem
20093360	1	2010	J Biol Chem
20097749	1	2010	J Biol Chem
20097752	1	2010	J Biol Chem
20097762	1	2010	J Biol Chem
20097764	1	2010	J Biol Chem
20097773	1	2010	J Biol Chem
20097939	1	2010	J Biol Chem
20100830	1	2010	J Biol Chem
20100831	1	2010	J Biol Chem
20103594	1	2010	J Biol Chem
20106983	1	2010	J Biol Chem
20110363	1	2010	J Biol Chem
20110366	1	2010	J Biol Chem
20118236	1	2010	J Biol Chem
20118237	1	2010	J Biol Chem
20118242	1	2010	J Biol Chem
20124407	1	2010	J Biol Chem
20129920	1	2010	J Biol Chem
20129925	1	2010	J Biol Chem
20133935	1	2010	J Biol Chem
20133942	1	2010	J Biol Chem
20133944	1	2010	J Biol Chem
20139070	1	2010	J Biol Chem
20139079	1	2010	J Biol Chem
20139084	1	2010	J Biol Chem
20139090	1	2010	J Biol Chem
20145239	1	2010	J Biol Chem
20145246	1	2010	J Biol Chem
20145253	1	2010	J Biol Chem
20147288	1	2010	J Biol Chem
20150423	1	2010	J Biol Chem
20154082	1	2010	J Biol Chem
20164171	1	2010	J Biol Chem
20164174	1	2010	J Biol Chem
20164183	1	2010	J Biol Chem
20167603	1	2010	J Biol Chem
20177062	1	2010	J Biol Chem
20177071	1	2010	J Biol Chem
20178979	1	2010	J Biol Chem
20178984	1	2010	J Biol Chem
20179324	1	2010	J Biol Chem
20181941	1	2010	J Biol Chem
20181949	1	2010	J Biol Chem
20185820	1	2010	J Biol Chem
20185830	1	2010	J Biol Chem
20185832	1	2010	J Biol Chem
20189985	1	2010	J Biol Chem
20189992	1	2010	J Biol Chem
20189995	1	2010	J Biol Chem
20190229	1	2010	J Biol Chem
20194497	1	2010	J Biol Chem
20194509	1	2010	J Biol Chem
20197277	1	2010	J Biol Chem
20200151	1	2010	J Biol Chem
20200163	1	2010	J Biol Chem
20207741	1	2010	J Biol Chem
20207744	1	2010	J Biol Chem
20215114	1	2010	J Biol Chem
20223821	1	2010	J Biol Chem
20228063	1	2010	J Biol Chem
20228065	1	2010	J Biol Chem
20228067	1	2010	J Biol Chem
20231269	1	2010	J Biol Chem
20231274	1	2010	J Biol Chem
20231275	1	2010	J Biol Chem
20231279	1	2010	J Biol Chem
20231280	1	2010	J Biol Chem
20231283	1	2010	J Biol Chem
20231293	1	2010	J Biol Chem
20233719	1	2010	J Biol Chem
20233721	1	2010	J Biol Chem
20233722	1	2010	J Biol Chem
20233723	1	2010	J Biol Chem
20236942	1	2010	J Biol Chem
20299461	1	2010	J Biol Chem
20304926	1	2010	J Biol Chem
20305300	1	2010	J Biol Chem
20308057	1	2010	J Biol Chem
20308062	1	2010	J Biol Chem
20332085	1	2010	J Biol Chem
20332089	1	2010	J Biol Chem
20335178	1	2010	J Biol Chem
20339000	1	2010	J Biol Chem
20351096	1	2010	J Biol Chem
20351103	1	2010	J Biol Chem
20351106	1	2010	J Biol Chem
20351116	1	2010	J Biol Chem
20353942	1	2010	J Biol Chem
20356833	1	2010	J Biol Chem
20356838	1	2010	J Biol Chem
20363739	1	2010	J Biol Chem
20363741	1	2010	J Biol Chem
20363744	1	2010	J Biol Chem
20363757	1	2010	J Biol Chem
20368336	1	2010	J Biol Chem
20371605	1	2010	J Biol Chem
20371609	1	2010	J Biol Chem
20371871	1	2010	J Biol Chem
20375015	1	2010	J Biol Chem
20378533	1	2010	J Biol Chem
20382740	1	2010	J Biol Chem
20385551	1	2010	J Biol Chem
20388707	1	2010	J Biol Chem
20392689	1	2010	J Biol Chem
20395300	1	2010	J Biol Chem
20400506	1	2010	J Biol Chem
20400510	1	2010	J Biol Chem
20400514	1	2010	J Biol Chem
20404320	1	2010	J Biol Chem
20404326	1	2010	J Biol Chem
20404332	1	2010	J Biol Chem
20404337	1	2010	J Biol Chem
20404343	1	2010	J Biol Chem
20404348	1	2010	J Biol Chem
20406802	1	2010	J Biol Chem
20406808	1	2010	J Biol Chem
20410296	1	2010	J Biol Chem
20410305	1	2010	J Biol Chem
20410307	1	2010	J Biol Chem
20413591	1	2010	J Biol Chem
20418374	1	2010	J Biol Chem
20421298	1	2010	J Biol Chem
20421306	1	2010	J Biol Chem
20427267	1	2010	J Biol Chem
20427276	1	2010	J Biol Chem
20430889	1	2010	J Biol Chem
20430893	1	2010	J Biol Chem
20435891	1	2010	J Biol Chem
20435892	1	2010	J Biol Chem
20439457	1	2010	J Biol Chem
20439468	1	2010	J Biol Chem
20439988	1	2010	J Biol Chem
20442405	1	2010	J Biol Chem
20442411	1	2010	J Biol Chem
20448048	1	2010	J Biol Chem
20452975	1	2010	J Biol Chem
20452978	1	2010	J Biol Chem
20452986	1	2010	J Biol Chem
20457601	1	2010	J Biol Chem
20460371	1	2010	J Biol Chem
20460380	1	2010	J Biol Chem
20463010	1	2010	J Biol Chem
20463015	1	2010	J Biol Chem
20466728	1	2010	J Biol Chem
20472554	1	2010	J Biol Chem
20472562	1	2010	J Biol Chem
20472563	1	2010	J Biol Chem
20472933	1	2010	J Biol Chem
20479009	1	2010	J Biol Chem
20489196	1	2010	J Biol Chem
20495006	1	2010	J Biol Chem
20498376	1	2010	J Biol Chem
20501653	1	2010	J Biol Chem
20501654	1	2010	J Biol Chem
20501659	1	2010	J Biol Chem
20504763	1	2010	J Biol Chem
20511218	1	2010	J Biol Chem
20516061	1	2010	J Biol Chem
20516067	1	2010	J Biol Chem
20516072	1	2010	J Biol Chem
20516077	1	2010	J Biol Chem
20516079	1	2010	J Biol Chem
20519495	1	2010	J Biol Chem
20519502	1	2010	J Biol Chem
20519511	1	2010	J Biol Chem
20519513	1	2010	J Biol Chem
20525682	1	2010	J Biol Chem
20525685	1	2010	J Biol Chem
20529844	1	2010	J Biol Chem
20529845	1	2010	J Biol Chem
20529846	1	2010	J Biol Chem
20529856	1	2010	J Biol Chem
20530479	1	2010	J Biol Chem
20534584	1	2010	J Biol Chem
20534588	1	2010	J Biol Chem
20538586	1	2010	J Biol Chem
20538597	1	2010	J Biol Chem
20538615	1	2010	J Biol Chem
20547763	1	2010	J Biol Chem
20547764	1	2010	J Biol Chem
20551310	1	2010	J Biol Chem
20551314	1	2010	J Biol Chem
20554534	1	2010	J Biol Chem
20554535	1	2010	J Biol Chem
20558727	1	2010	J Biol Chem
20558734	1	2010	J Biol Chem
20558736	1	2010	J Biol Chem
20562099	1	2010	J Biol Chem
20562105	1	2010	J Biol Chem
20566636	1	2010	J Biol Chem
20566639	1	2010	J Biol Chem
20571024	1	2010	J Biol Chem
20576599	1	2010	J Biol Chem
20576618	1	2010	J Biol Chem
20592023	1	2010	J Biol Chem
20592025	1	2010	J Biol Chem
20592034	1	2010	J Biol Chem
20595388	1	2010	J Biol Chem
20595389	1	2010	J Biol Chem
20605779	1	2010	J Biol Chem
20605780	1	2010	J Biol Chem
20605784	1	2010	J Biol Chem
20610380	1	2010	J Biol Chem
20610383	1	2010	J Biol Chem
20610385	1	2010	J Biol Chem
20610389	1	2010	J Biol Chem
20610391	1	2010	J Biol Chem
20615870	1	2010	J Biol Chem
20622009	1	2010	J Biol Chem
20622017	1	2010	J Biol Chem
20628057	1	2010	J Biol Chem
20628059	1	2010	J Biol Chem
20630878	1	2010	J Biol Chem
20634291	1	2010	J Biol Chem
20639198	1	2010	J Biol Chem
20639202	1	2010	J Biol Chem
20639577	1	2010	J Biol Chem
20643647	1	2010	J Biol Chem
20643648	1	2010	J Biol Chem
20643652	1	2010	J Biol Chem
20647313	1	2010	J Biol Chem
20656683	1	2010	J Biol Chem
20656685	1	2010	J Biol Chem
20657015	1	2010	J Biol Chem
20659902	1	2010	J Biol Chem
20663874	1	2010	J Biol Chem
20663875	1	2010	J Biol Chem
20663879	1	2010	J Biol Chem
20663891	1	2010	J Biol Chem
20663892	1	2010	J Biol Chem
20667820	1	2010	J Biol Chem
20668334	1	2010	J Biol Chem
20670938	1	2010	J Biol Chem
20675382	1	2010	J Biol Chem
20675388	1	2010	J Biol Chem
20682779	1	2010	J Biol Chem
20682787	1	2010	J Biol Chem
20685650	1	2010	J Biol Chem
20693289	1	2010	J Biol Chem
20696760	1	2010	J Biol Chem
20696761	1	2010	J Biol Chem
20696765	1	2010	J Biol Chem
20699218	1	2010	J Biol Chem
20699224	1	2010	J Biol Chem
20705609	1	2010	J Biol Chem
20724472	1	2010	J Biol Chem
20724476	1	2010	J Biol Chem
20729197	1	2010	J Biol Chem
20729201	1	2010	J Biol Chem
20729214	1	2010	J Biol Chem
20729546	1	2010	J Biol Chem
20729550	1	2010	J Biol Chem
20729551	1	2010	J Biol Chem
20732875	1	2010	J Biol Chem
20736166	1	2010	J Biol Chem
20736167	1	2010	J Biol Chem
20736174	1	2010	J Biol Chem
20736176	1	2010	J Biol Chem
20739274	1	2010	J Biol Chem
20739281	1	2010	J Biol Chem
20739292	1	2010	J Biol Chem
20801882	1	2010	J Biol Chem
20802198	1	2010	J Biol Chem
20807757	1	2010	J Biol Chem
20807758	1	2010	J Biol Chem
20807761	1	2010	J Biol Chem
20810663	1	2010	J Biol Chem
20813840	1	2010	J Biol Chem
20817729	1	2010	J Biol Chem
20817734	1	2010	J Biol Chem
20817736	1	2010	J Biol Chem
20826782	1	2010	J Biol Chem
20826813	1	2010	J Biol Chem
20829355	1	2010	J Biol Chem
20829357	1	2010	J Biol Chem
20833713	1	2010	J Biol Chem
20833724	1	2010	J Biol Chem
20837470	1	2010	J Biol Chem
20837489	1	2010	J Biol Chem
20841350	1	2010	J Biol Chem
20841354	1	2010	J Biol Chem
20843790	1	2010	J Biol Chem
20843792	1	2010	J Biol Chem
20843796	1	2010	J Biol Chem
20847045	1	2010	J Biol Chem
20847051	1	2010	J Biol Chem
20847057	1	2010	J Biol Chem
20851881	1	2010	J Biol Chem
20851882	1	2010	J Biol Chem
20851886	1	2010	J Biol Chem
20852327	1	2010	J Biol Chem
20855887	1	2010	J Biol Chem
20855892	1	2010	J Biol Chem
20858894	1	2010	J Biol Chem
20858897	1	2010	J Biol Chem
20861012	1	2010	J Biol Chem
20861021	1	2010	J Biol Chem
20861022	1	2010	J Biol Chem
20864532	1	2010	J Biol Chem
20864536	1	2010	J Biol Chem
20864542	1	2010	J Biol Chem
20876538	1	2010	J Biol Chem
20876575	1	2010	J Biol Chem
20876580	1	2010	J Biol Chem
20880840	1	2010	J Biol Chem
20880849	1	2010	J Biol Chem
20884616	1	2010	J Biol Chem
20889497	1	2010	J Biol Chem
20889973	1	2010	J Biol Chem
20889984	1	2010	J Biol Chem
20921222	1	2010	J Biol Chem
20921223	1	2010	J Biol Chem
20923777	1	2010	J Biol Chem
20929857	1	2010	J Biol Chem
20937820	1	2010	J Biol Chem
20940295	1	2010	J Biol Chem
20940307	1	2010	J Biol Chem
20943655	1	2010	J Biol Chem
20943658	1	2010	J Biol Chem
20943660	1	2010	J Biol Chem
20947495	1	2010	J Biol Chem
20947496	1	2010	J Biol Chem
20947502	1	2010	J Biol Chem
20947509	1	2010	J Biol Chem
20952383	1	2010	J Biol Chem
20952387	1	2010	J Biol Chem
20956520	1	2010	J Biol Chem
20956523	1	2011	J Biol Chem
20956536	1	2010	J Biol Chem
20959464	1	2010	J Biol Chem
20959465	1	2010	J Biol Chem
20961848	1	2010	J Biol Chem
20961858	1	2011	J Biol Chem
20966073	1	2010	J Biol Chem
20971852	1	2010	J Biol Chem
20974861	1	2011	J Biol Chem
20978123	1	2010	J Biol Chem
20978128	1	2011	J Biol Chem
21030595	1	2010	J Biol Chem
21036902	1	2011	J Biol Chem
21041302	1	2010	J Biol Chem
21041309	1	2011	J Biol Chem
21044951	1	2011	J Biol Chem
21044957	1	2010	J Biol Chem
21047779	1	2010	J Biol Chem
21047783	1	2011	J Biol Chem
21047789	1	2011	J Biol Chem
21047793	1	2011	J Biol Chem
21051537	1	2011	J Biol Chem
21056972	1	2011	J Biol Chem
21059646	1	2011	J Biol Chem
21062742	1	2011	J Biol Chem
21062743	1	2011	J Biol Chem
21062744	1	2011	J Biol Chem
21062748	1	2011	J Biol Chem
21068380	1	2011	J Biol Chem
21071451	1	2011	J Biol Chem
21075848	1	2011	J Biol Chem
21075853	1	2011	J Biol Chem
21081501	1	2011	J Biol Chem
21081504	1	2011	J Biol Chem
21084288	1	2011	J Biol Chem
21084301	1	2011	J Biol Chem
21084308	1	2011	J Biol Chem
21087927	1	2011	J Biol Chem
21097509	1	2011	J Biol Chem
21097510	1	2011	J Biol Chem
21098027	1	2011	J Biol Chem
21098033	1	2011	J Biol Chem
21098484	1	2011	J Biol Chem
21098489	1	2011	J Biol Chem
21106522	1	2011	J Biol Chem
21106527	1	2011	J Biol Chem
21106534	1	2011	J Biol Chem
21106537	1	2011	J Biol Chem
21115475	1	2011	J Biol Chem
21115496	1	2011	J Biol Chem
21115501	1	2011	J Biol Chem
21119216	1	2011	J Biol Chem
21123169	1	2011	J Biol Chem
21123171	1	2011	J Biol Chem
21123180	1	2011	J Biol Chem
21127056	1	2011	J Biol Chem
21127061	1	2011	J Biol Chem
21127069	1	2011	J Biol Chem
21127070	1	2011	J Biol Chem
21127072	1	2011	J Biol Chem
21127075	1	2011	J Biol Chem
21131352	1	2011	J Biol Chem
21131354	1	2011	J Biol Chem
21131359	1	2011	J Biol Chem
21131362	1	2011	J Biol Chem
21135100	1	2011	J Biol Chem
21147780	1	2011	J Biol Chem
21148142	1	2011	J Biol Chem
21148315	1	2011	J Biol Chem
21148482	1	2011	J Biol Chem
21148485	1	2011	J Biol Chem
21148560	1	2011	J Biol Chem
21148564	1	2011	J Biol Chem
21149301	1	2011	J Biol Chem
21149441	1	2011	J Biol Chem
21149450	1	2011	J Biol Chem
21156790	1	2011	J Biol Chem
21156799	1	2011	J Biol Chem
21159781	1	2011	J Biol Chem
21173149	1	2011	J Biol Chem
21173151	1	2011	J Biol Chem
21177534	1	2011	J Biol Chem
21177873	1	2011	J Biol Chem
21187287	1	2011	J Biol Chem
21189261	1	2011	J Biol Chem
21189423	1	2011	J Biol Chem
21190936	1	2011	J Biol Chem
21190943	1	2011	J Biol Chem
21193410	1	2011	J Biol Chem
21193414	1	2011	J Biol Chem
21196578	1	2011	J Biol Chem
21196579	1	2011	J Biol Chem
21199868	1	2011	J Biol Chem
21199872	1	2011	J Biol Chem
21209086	1	2011	J Biol Chem
21209089	1	2011	J Biol Chem
21209091	1	2011	J Biol Chem
21209093	1	2011	J Biol Chem
21209102	1	2011	J Biol Chem
21212267	1	2011	J Biol Chem
21212268	1	2011	J Biol Chem
21212270	1	2011	J Biol Chem
21212272	1	2011	J Biol Chem
21212279	1	2011	J Biol Chem
21216955	1	2011	J Biol Chem
21216964	1	2011	J Biol Chem
21216966	1	2011	J Biol Chem
21220418	1	2011	J Biol Chem
21220419	1	2011	J Biol Chem
21220420	1	2011	J Biol Chem
21220425	1	2011	J Biol Chem
21224384	1	2011	J Biol Chem
21224388	1	2011	J Biol Chem
21228270	1	2011	J Biol Chem
21228274	1	2011	J Biol Chem
21228277	1	2011	J Biol Chem
21233214	1	2011	J Biol Chem
21239484	1	2011	J Biol Chem
21239487	1	2011	J Biol Chem
21239495	1	2011	J Biol Chem
21239498	1	2011	J Biol Chem
21239499	1	2011	J Biol Chem
21239500	1	2011	J Biol Chem
21245136	1	2011	J Biol Chem
21245144	1	2011	J Biol Chem
21247897	1	2011	J Biol Chem
21252234	1	2011	J Biol Chem
21252238	1	2011	J Biol Chem
21262964	1	2011	J Biol Chem
21266573	1	2011	J Biol Chem
21266574	1	2011	J Biol Chem
21266579	1	2011	J Biol Chem
21266581	1	2011	J Biol Chem
21266583	1	2011	J Biol Chem
21270129	1	2011	J Biol Chem
21270130	1	2011	J Biol Chem
21278383	1	2011	J Biol Chem
21282114	1	2011	J Biol Chem
21285458	1	2011	J Biol Chem
21288894	1	2011	J Biol Chem
21288900	1	2011	J Biol Chem
21288905	1	2011	J Biol Chem
21292764	1	2011	J Biol Chem
21296886	1	2011	J Biol Chem
21296890	1	2011	J Biol Chem
21300797	1	2011	J Biol Chem
21300801	1	2011	J Biol Chem
21300805	1	2011	J Biol Chem
21303908	1	2011	J Biol Chem
21317287	1	2011	J Biol Chem
21321124	1	2011	J Biol Chem
21321126	1	2011	J Biol Chem
21324896	1	2011	J Biol Chem
21324897	1	2011	J Biol Chem
21330373	1	2011	J Biol Chem
21330375	1	2011	J Biol Chem
21335554	1	2011	J Biol Chem
21339297	1	2011	J Biol Chem
21343303	1	2011	J Biol Chem
21345793	1	2011	J Biol Chem
21345794	1	2011	J Biol Chem
21349840	1	2011	J Biol Chem
21349843	1	2011	J Biol Chem
21349849	1	2011	J Biol Chem
21349854	1	2011	J Biol Chem
21357625	1	2011	J Biol Chem
21357686	1	2011	J Biol Chem
21357690	1	2011	J Biol Chem
21357694	1	2011	J Biol Chem
21357697	1	2011	J Biol Chem
21367852	1	2011	J Biol Chem
21367857	1	2011	J Biol Chem
21367862	1	2011	J Biol Chem
21372140	1	2011	J Biol Chem
21372141	1	2011	J Biol Chem
21378161	1	2011	J Biol Chem
21383018	1	2011	J Biol Chem
21383019	1	2011	J Biol Chem
21385877	1	2011	J Biol Chem
21388952	1	2011	J Biol Chem
21388963	1	2011	J Biol Chem
21388966	1	2011	J Biol Chem
21393235	1	2011	J Biol Chem
21393236	1	2011	J Biol Chem
21393239	1	2011	J Biol Chem
21393251	1	2011	J Biol Chem
21402699	1	2011	J Biol Chem
21402702	1	2011	J Biol Chem
21454503	1	2011	J Biol Chem
21454513	1	2011	J Biol Chem
21454521	1	2011	J Biol Chem
21454527	1	2011	J Biol Chem
21454529	1	2011	J Biol Chem
21454531	1	2011	J Biol Chem
21454537	1	2011	J Biol Chem
21454549	1	2011	J Biol Chem
21454555	1	2011	J Biol Chem
21454561	1	2011	J Biol Chem
21454566	1	2011	J Biol Chem
21454568	1	2011	J Biol Chem
21454573	1	2011	J Biol Chem
21454591	1	2011	J Biol Chem
21454599	1	2011	J Biol Chem
21454626	1	2011	J Biol Chem
21454627	1	2011	J Biol Chem
21454630	1	2011	J Biol Chem
21454638	1	2011	J Biol Chem
21454652	1	2011	J Biol Chem
21454669	1	2011	J Biol Chem
21454693	1	2011	J Biol Chem
